========================= 2018-12-20.16:24:30 ==========================
Minimum H: -20
5 factories.
W: 3,2,2,1,1,
g & q: 
5(0.3),3(0.4),1(0.3),
3(0.4),0(0.6),
7(0.6),3(0.1),2(0.3),
4(0.2),2(0.2),1(0.6),
2(0.5),0(0.5),
u: 
0.3[{5}], 0.4[{3}], 0.3[{1}], 
0.4[{3}], 0.6[{0}], 
0.6[{7}], 0.1[{3}], 0.3[{2}], 
0.2[{4}], 0.2[{2}], 0.6[{1}], 
0.5[{2}], 0.5[{0}], 
d & s: 
4(0.1),3(0.5),0(0.4),
2(0.4),1(0.2),0(0.4),
6(0.6),2(0.4),
4(0.2),2(0.5),0(0.3),
3(0.4),1(0.6),
w: 
0.1[{4}], 0.5[{3}], 0.4[{0}], 
0.4[{2}], 0.2[{1}], 0.4[{0}], 
0.6[{6}], 0.4[{2}], 
0.2[{4}], 0.5[{2}], 0.3[{0}], 
0.4[{3}], 0.6[{1}], 
c: 
10(0.5),4(0.4),0(0.1),

#	H	R	SR	MR
1	-20	0.995340016	0.9970445152	0.9992214064
2	-19	0.992187568	0.9949264048	0.9989061616
3	-18	0.987540976	0.9929924704	0.9973349776
4	-17	0.980616736	0.9896987152	0.9966425536
5	-16	0.973272016	0.9871414192	0.9932094208
6	-15	0.961126192	0.9812723824	0.9919948384
7	-14	0.944713072	0.9763792768	0.9849906784
8	-13	0.92220544	0.9676338688	0.9827399152
9	-12	0.893569312	0.95922856	0.9705350368
10	-11	0.857177152	0.9457278208	0.9668833792
11	-10	0.813682336	0.9315088672	0.9477561712
12	-9	0.764222656	0.9139427104	0.9425008912
13	-8	0.7022128	0.8925870784	0.9143629888
14	-7	0.645698048	0.8702859344	0.9072257216
15	-6	0.580640384	0.8436705968	0.870173264
16	-5	0.518774784	0.8175338016	0.8568648672
17	-4	0.449112576	0.782300928	0.8086217088
18	-3	0.36200928	0.7434219216	0.7725584064
19	-2	0.27102816	0.691615128	0.7072161888
20	-1	0.198042624	0.634724856	0.6401695248
21	0	0.061461504	0.5483478112	0.5483478112
#	W	R	SR	MR
0	12345	0.518774784	0.8175338016	0.8568648672
1	12354	0.504498944	0.8031550016	0.854662448
2	12435	0.300902528	0.7539596192	0.7928599328
3	12453	0.269813376	0.7323664896	0.779653392
4	12534	0.221741312	0.699826592	0.7604288672
5	12543	0.233600768	0.721837184	0.7685742752
6	13245	0.2239008	0.7401888672	0.7688472288
7	13254	0.2050976	0.7167108224	0.7566414752
8	13425	0.3169856	0.783749288	0.803996432
9	13452	0.319368	0.7828971312	0.8049855456
10	13524	0.225392	0.7259064608	0.7628827808
11	13542	0.2394848	0.744146576	0.7731887264
12	14235	0.234055808	0.738249632	0.7749558368
13	14253	0.204971136	0.7109301696	0.756228048
14	14325	0.567996032	0.8361157808	0.8638551776
15	14352	0.570306432	0.8329765008	0.864011568
16	14523	0.225110144	0.7201758176	0.7622056736
17	14532	0.244322816	0.738141824	0.7759965728
18	15234	0.215629952	0.7035882944	0.7644626144
19	15243	0.229309312	0.7252351744	0.7719144928
20	15324	0.5197184	0.8094674528	0.8567135072
21	15342	0.53065024	0.81912832	0.8584412128
22	15423	0.2829648	0.7406497344	0.78472008
23	15432	0.311367168	0.7577187552	0.7970674272
24	21345	0.456941184	0.8010507552	0.844935216
25	21354	0.458745728	0.7921681952	0.8447628128
26	21435	0.287223296	0.7458301472	0.785202608
27	21453	0.2625408	0.7266208896	0.7732667616
28	21534	0.202535936	0.6815305472	0.7406812064
29	21543	0.21131264	0.7005054752	0.7468101536
30	23145	0.3262128	0.7716762096	0.8091430944
31	23154	0.3241616	0.7593981152	0.8055729824
32	23415	0.2788976	0.7435973072	0.780964496
33	23451	0.2633856	0.7240129152	0.773907888
34	23514	0.2105984	0.6961506416	0.7447052192
35	23541	0.2154176	0.7018783232	0.7481178272
36	24135	0.343833728	0.768788312	0.8143624544
37	24153	0.323866368	0.7528291776	0.8049035232
38	24315	0.461138816	0.7915551536	0.844578992
39	24351	0.459655296	0.7812640032	0.8438489952
40	24513	0.209918336	0.6901686416	0.744049232
41	24531	0.202809344	0.6718231424	0.7396381088
42	25134	0.308731712	0.7333851488	0.8025620192
43	25143	0.311215552	0.7490681728	0.8049485152
44	25314	0.447695936	0.772977176	0.8399255456
45	25341	0.450642304	0.7756574464	0.840638704
46	25413	0.262256448	0.7094552304	0.7659704352
47	25431	0.256685568	0.6938857536	0.7641432672
48	31245	0.229705344	0.743286384	0.7716051936
49	31254	0.214410368	0.7209864704	0.7600390112
50	31425	0.325524992	0.796437032	0.8144419808
51	31452	0.329781888	0.7945361136	0.8151639072
52	31524	0.238932224	0.734159696	0.769379696
53	31542	0.249779456	0.7510127648	0.7787580128
54	32145	0.365722704	0.7927944048	0.8273364912
55	32154	0.361815824	0.7787574416	0.8247285488
56	32415	0.30210896	0.7649774192	0.7987386176
57	32451	0.28593408	0.7404795264	0.78924456
58	32514	0.241943168	0.7237402064	0.77029016
59	32541	0.247138688	0.7296173792	0.7744014176
60	34125	0.411152288	0.8166823232	0.8377101824
61	34152	0.417114144	0.8148296016	0.8384529024
62	34215	0.235733408	0.741583448	0.7740766592
63	34251	0.21517632	0.7123794048	0.7593522912
64	34512	0.253999136	0.7478455904	0.7810668416
65	34521	0.240674048	0.7263995936	0.7697140064
66	35124	0.377145584	0.7861422608	0.8284151888
67	35142	0.383051632	0.797080864	0.8313437776
68	35214	0.233274752	0.7256810096	0.772415984
69	35241	0.239436544	0.7319363872	0.7764726112
70	35412	0.317647632	0.7697413488	0.8052284592
71	35421	0.3009888	0.7505659008	0.7963072224
72	41235	0.175901184	0.721634976	0.756954384
73	41253	0.15561472	0.6961781632	0.73981
74	41325	0.415977792	0.8180965104	0.8448043296
75	41352	0.4174528	0.8140855504	0.8444545696
76	41523	0.170615808	0.6989327712	0.7392870624
77	41532	0.182362368	0.7165796736	0.7530018144
78	42135	0.268462656	0.7593088608	0.8026746144
79	42153	0.2545744	0.7439358784	0.7948567072
80	42315	0.392081568	0.7974861936	0.84001296
81	42351	0.382636288	0.7782055552	0.83718664
82	42513	0.175984512	0.6908367408	0.7430989344
83	42531	0.169275648	0.6707897472	0.737403024
84	43125	0.2875416	0.785199408	0.8084562816
85	43152	0.2916256	0.7843230544	0.8092025632
86	43215	0.1737312	0.72184452	0.7539191328
87	43251	0.1563328	0.6931542592	0.7401181984
88	43512	0.1824768	0.7188593472	0.7517772768
89	43521	0.172272	0.6972833568	0.740040432
90	45123	0.263351488	0.7496779072	0.7977073888
91	45132	0.278160832	0.7617005488	0.8052864352
92	45213	0.172917376	0.69628516	0.7485846112
93	45231	0.164916736	0.6768139264	0.7439259232
94	45312	0.398658304	0.7966268992	0.8408377888
95	45321	0.39408736	0.7848748192	0.839336464
96	51234	0.161464832	0.6764808704	0.733527824
97	51243	0.164899328	0.6955679936	0.7397768864
98	51324	0.424917824	0.793926272	0.8397878048
99	51342	0.405032576	0.7979943872	0.8383927904
100	51423	0.223138304	0.7188881408	0.7610435936
101	51432	0.23191808	0.7349595872	0.773272112
102	52134	0.269053568	0.7264841792	0.7935413024
103	52143	0.259819904	0.74150648	0.7953914912
104	52314	0.399719264	0.7703297264	0.8329974464
105	52341	0.397152896	0.7725796544	0.8332829408
106	52413	0.213191936	0.6989463152	0.7534351712
107	52431	0.217558016	0.6835706432	0.7516253792
108	53124	0.2847704	0.7576073696	0.7991201408
109	53142	0.2723504	0.766088768	0.8017850912
110	53214	0.166208	0.691730264	0.7375300256
111	53241	0.1685312	0.6973004192	0.7411215776
112	53412	0.226256	0.7341194336	0.7701227744
113	53421	0.2283776	0.7175703104	0.7623819872
114	54123	0.28283072	0.7504740128	0.7980067232
115	54132	0.287741504	0.7610735168	0.8053311776
116	54213	0.165032192	0.6851723408	0.7371335072
117	54231	0.16212224	0.6669207296	0.7327312544
118	54312	0.410128832	0.7895402432	0.8387437472
119	54321	0.429842624	0.7843907072	0.8398976672
========================= 2018-12-20.16:24:53 ==========================
